,sensor_id,x,y,z
1493,1493,-121.77,-171.03,-399.58
1494,1494,-121.77,-171.03,-416.6
1495,1495,-121.77,-171.03,-433.48
1496,1496,-121.77,-171.03,-450.5
1497,1497,-121.77,-171.03,-467.52
1498,1498,-121.77,-171.03,-484.54
1499,1499,-121.77,-171.03,-501.56
1500,1500,1.71,-150.63,497.25
1501,1501,1.71,-150.63,480.23
1502,1502,1.71,-150.63,463.21
1503,1503,1.71,-150.63,446.19
1504,1504,1.71,-150.63,429.17
1505,1505,1.71,-150.63,412.15
1506,1506,1.71,-150.63,395.13
1507,1507,1.71,-150.63,378.11
1508,1508,1.71,-150.63,361.09
1509,1509,1.71,-150.63,344.07
1510,1510,1.71,-150.63,327.05
1511,1511,1.71,-150.63,310.03
1512,1512,1.71,-150.63,293.01
1513,1513,1.71,-150.63,275.98
1514,1514,1.71,-150.63,258.96
1515,1515,1.71,-150.63,241.94
1516,1516,1.71,-150.63,224.92
1517,1517,1.71,-150.63,207.9
1518,1518,1.71,-150.63,190.88
1519,1519,1.71,-150.63,173.86
1520,1520,1.71,-150.63,156.84
1521,1521,1.71,-150.63,139.82
1522,1522,1.71,-150.63,122.8
1523,1523,1.71,-150.63,105.78
1524,1524,1.71,-150.63,88.76
1525,1525,1.71,-150.63,71.74
1526,1526,1.71,-150.63,54.72
1527,1527,1.71,-150.63,37.69
1528,1528,1.71,-150.63,20.67
1529,1529,1.71,-150.63,3.65
1530,1530,1.71,-150.63,-13.37
1531,1531,1.71,-150.63,-30.39
1532,1532,1.71,-150.63,-47.41
1533,1533,1.71,-150.63,-64.43
1534,1534,1.71,-150.63,-81.45
1535,1535,1.71,-150.63,-98.47
1536,1536,1.71,-150.63,-115.49
1537,1537,1.71,-150.63,-132.51
1538,1538,1.71,-150.63,-149.53
1539,1539,1.71,-150.63,-166.55
1540,1540,1.71,-150.63,-183.58
1541,1541,1.71,-150.63,-200.6
1542,1542,1.71,-150.63,-217.62
1543,1543,1.71,-150.63,-234.64
1544,1544,1.71,-150.63,-251.66
1545,1545,1.71,-150.63,-268.68
1546,1546,1.71,-150.63,-285.7
1547,1547,1.71,-150.63,-302.72
1548,1548,1.71,-150.63,-319.74
1549,1549,1.71,-150.63,-336.76
1550,1550,1.71,-150.63,-353.78
1551,1551,1.71,-150.63,-370.8
1552,1552,1.71,-150.63,-387.82
1553,1553,1.71,-150.63,-404.85
1554,1554,1.71,-150.63,-421.87
1555,1555,1.71,-150.63,-438.89
1556,1556,1.71,-150.63,-455.91
1557,1557,1.71,-150.63,-472.93
1558,1558,1.71,-150.63,-489.95
1559,1559,1.71,-150.63,-506.97
1560,1560,124.97,-131.25,493.65
1561,1561,124.97,-131.25,476.63
1562,1562,124.97,-131.25,459.61
1563,1563,124.97,-131.25,442.59
1564,1564,124.97,-131.25,425.57
1565,1565,124.97,-131.25,408.55
1566,1566,124.97,-131.25,391.53
1567,1567,124.97,-131.25,374.51
1568,1568,124.97,-131.25,357.49
1569,1569,124.97,-131.25,340.47
1570,1570,124.97,-131.25,323.45
1571,1571,124.97,-131.25,306.43
1572,1572,124.97,-131.25,289.41
1573,1573,124.97,-131.25,272.38
1574,1574,124.97,-131.25,255.36
1575,1575,124.97,-131.25,238.34
1576,1576,124.97,-131.25,221.32
1577,1577,124.97,-131.25,204.3
1578,1578,124.97,-131.25,187.28
1579,1579,124.97,-131.25,170.26
1580,1580,124.97,-131.25,153.24
1581,1581,124.97,-131.25,136.22
1582,1582,124.97,-131.25,119.2
1583,1583,124.97,-131.25,102.18
1584,1584,124.97,-131.25,85.16
1585,1585,124.97,-131.25,68.14
1586,1586,124.97,-131.25,51.12
1587,1587,124.97,-131.25,34.09
1588,1588,124.97,-131.25,17.07
1589,1589,124.97,-131.25,0.05
1590,1590,124.97,-131.25,-16.97
1591,1591,124.97,-131.25,-33.99
1592,1592,124.97,-131.25,-51.01
1593,1593,124.97,-131.25,-68.03
1594,1594,124.97,-131.25,-85.05
1595,1595,124.97,-131.25,-102.07
1596,1596,124.97,-131.25,-119.09
1597,1597,124.97,-131.25,-136.11
1598,1598,124.97,-131.25,-153.13
1599,1599,124.97,-131.25,-170.15
1600,1600,124.97,-131.25,-187.18
1601,1601,124.97,-131.25,-204.2
1602,1602,124.97,-131.25,-221.22
1603,1603,124.97,-131.25,-238.24
1604,1604,124.97,-131.25,-255.26
1605,1605,124.97,-131.25,-272.28
1606,1606,124.97,-131.25,-289.3
1607,1607,124.97,-131.25,-306.32
1608,1608,124.97,-131.25,-323.34
1609,1609,124.97,-131.25,-340.36
1610,1610,124.97,-131.25,-357.38
1611,1611,124.97,-131.25,-374.4
1612,1612,124.97,-131.25,-391.42
1613,1613,124.97,-131.25,-408.45
1614,1614,124.97,-131.25,-425.47
1615,1615,124.97,-131.25,-442.49
1616,1616,124.97,-131.25,-459.51
1617,1617,124.97,-131.25,-476.53
1618,1618,124.97,-131.25,-493.55
1619,1619,124.97,-131.25,-510.57
1620,1620,248.15,-111.87,498.34
1621,1621,248.15,-111.87,481.01
1622,1622,248.15,-111.87,463.99
1623,1623,248.15,-111.87,446.97
1624,1624,248.15,-111.87,429.95
1625,1625,248.15,-111.87,412.93
1626,1626,248.15,-111.87,395.91
1627,1627,248.15,-111.87,378.89
1628,1628,248.15,-111.87,361.87
1629,1629,248.15,-111.87,344.85
1630,1630,248.15,-111.87,327.83
1631,1631,248.15,-111.87,310.81
1632,1632,248.15,-111.87,293.79
1633,1633,248.15,-111.87,276.76
1634,1634,248.15,-111.87,259.74
1635,1635,248.15,-111.87,242.72
1636,1636,248.15,-111.87,225.7
1637,1637,248.15,-111.87,208.68
1638,1638,248.15,-111.87,191.66
1639,1639,248.15,-111.87,174.64
1640,1640,248.15,-111.87,157.62
1641,1641,248.15,-111.87,140.6
1642,1642,248.15,-111.87,123.58
1643,1643,248.15,-111.87,106.56
1644,1644,248.15,-111.87,89.54
1645,1645,248.15,-111.87,72.52
1646,1646,248.15,-111.87,55.5
1647,1647,248.15,-111.87,38.47
1648,1648,248.15,-111.87,21.45
1649,1649,248.15,-111.87,4.43
1650,1650,248.15,-111.87,-12.59
1651,1651,248.15,-111.87,-29.61
1652,1652,248.15,-111.87,-46.63
1653,1653,248.15,-111.87,-63.65
1654,1654,248.15,-111.87,-80.67
1655,1655,248.15,-111.87,-97.69
1656,1656,248.15,-111.87,-114.71
1657,1657,248.15,-111.87,-131.73
1658,1658,248.15,-111.87,-148.75
1659,1659,248.15,-111.87,-165.77
1660,1660,248.15,-111.87,-182.8
1661,1661,248.15,-111.87,-199.82
1662,1662,248.15,-111.87,-216.84
1663,1663,248.15,-111.87,-233.86
1664,1664,248.15,-111.87,-250.88
1665,1665,248.15,-111.87,-267.9
1666,1666,248.15,-111.87,-284.92
1667,1667,248.15,-111.87,-301.94
1668,1668,248.15,-111.87,-318.96
1669,1669,248.15,-111.87,-335.98
1670,1670,248.15,-111.87,-353.0
1671,1671,248.15,-111.87,-370.02
1672,1672,248.15,-111.87,-387.04
1673,1673,248.15,-111.87,-404.07
1674,1674,248.15,-111.87,-421.09
1675,1675,248.15,-111.87,-438.11
1676,1676,248.15,-111.87,-455.13
1677,1677,248.15,-111.87,-472.15
1678,1678,248.15,-111.87,-489.17
1679,1679,248.15,-111.87,-506.19
1680,1680,371.56,-92.18,501.58
1681,1681,371.56,-92.18,485.56
1682,1682,371.56,-92.18,467.54
1683,1683,371.56,-92.18,451.52
1684,1684,371.56,-92.18,433.5
1685,1685,371.56,-92.18,417.48
1686,1686,371.56,-92.18,399.46
1687,1687,371.56,-92.18,383.44
1688,1688,371.56,-92.18,365.42
1689,1689,371.56,-92.18,349.4
1690,1690,371.56,-92.18,331.38
1691,1691,371.56,-92.18,315.36
1692,1692,371.56,-92.18,297.33
1693,1693,371.56,-92.18,281.31
1694,1694,371.56,-92.18,263.29
1695,1695,371.56,-92.18,247.27
1696,1696,371.56,-92.18,229.25
1697,1697,371.56,-92.18,213.23
1698,1698,371.56,-92.18,195.21
1699,1699,371.56,-92.18,179.19
1700,1700,371.56,-92.18,161.17
1701,1701,371.56,-92.18,145.15
1702,1702,371.56,-92.18,127.13
1703,1703,371.56,-92.18,111.11
1704,1704,371.56,-92.18,93.09
1705,1705,371.56,-92.18,77.07
1706,1706,371.56,-92.18,59.04
1707,1707,371.56,-92.18,43.02
1708,1708,371.56,-92.18,25.0
1709,1709,371.56,-92.18,8.98
1710,1710,371.56,-92.18,-9.04
1711,1711,371.56,-92.18,-25.06
1712,1712,371.56,-92.18,-43.08
1713,1713,371.56,-92.18,-59.1
1714,1714,371.56,-92.18,-77.12
1715,1715,371.56,-92.18,-93.14
1716,1716,371.56,-92.18,-111.16
1717,1717,371.56,-92.18,-127.18
1718,1718,371.56,-92.18,-145.21
1719,1719,371.56,-92.18,-161.22
1720,1720,371.56,-92.18,-179.25
1721,1721,371.56,-92.18,-195.27
1722,1722,371.56,-92.18,-213.29
1723,1723,371.56,-92.18,-229.31
1724,1724,371.56,-92.18,-247.33
1725,1725,371.56,-92.18,-263.35
1726,1726,371.56,-92.18,-281.37
1727,1727,371.56,-92.18,-297.39
1728,1728,371.56,-92.18,-315.41
1729,1729,371.56,-92.18,-331.43
1730,1730,371.56,-92.18,-349.45
1731,1731,371.56,-92.18,-365.47
1732,1732,371.56,-92.18,-383.5
1733,1733,371.56,-92.18,-399.52
1734,1734,371.56,-92.18,-417.54
1735,1735,371.56,-92.18,-433.56
1736,1736,371.56,-92.18,-451.58
1737,1737,371.56,-92.18,-467.6
1738,1738,371.56,-92.18,-485.62
1739,1739,371.56,-92.18,-501.64
1740,1740,500.43,-58.45,501.85
1741,1741,500.43,-58.45,484.83
1742,1742,500.43,-58.45,467.81
1743,1743,500.43,-58.45,450.79
1744,1744,500.43,-58.45,433.77
1745,1745,500.43,-58.45,416.75
1746,1746,500.43,-58.45,399.73
1747,1747,500.43,-58.45,382.71
1748,1748,500.43,-58.45,365.69
1749,1749,500.43,-58.45,348.67
1750,1750,500.43,-58.45,331.65
1751,1751,500.43,-58.45,314.63
1752,1752,500.43,-58.45,297.61
1753,1753,500.43,-58.45,280.58
1754,1754,500.43,-58.45,263.56
1755,1755,500.43,-58.45,246.54
1756,1756,500.43,-58.45,229.52
1757,1757,500.43,-58.45,212.5
1758,1758,500.43,-58.45,195.48
1759,1759,500.43,-58.45,178.46
1760,1760,500.43,-58.45,161.44
1761,1761,500.43,-58.45,144.42
1762,1762,500.43,-58.45,127.4
1763,1763,500.43,-58.45,110.38
1764,1764,500.43,-58.45,93.36
1765,1765,500.43,-58.45,76.34
1766,1766,500.43,-58.45,59.32
1767,1767,500.43,-58.45,42.29
1768,1768,500.43,-58.45,25.27
1769,1769,500.43,-58.45,8.25
1770,1770,500.43,-58.45,-8.77
1771,1771,500.43,-58.45,-25.79
1772,1772,500.43,-58.45,-42.81
1773,1773,500.43,-58.45,-59.83
1774,1774,500.43,-58.45,-76.85
1775,1775,500.43,-58.45,-93.87
1776,1776,500.43,-58.45,-110.89
1777,1777,500.43,-58.45,-127.91
1778,1778,500.43,-58.45,-144.93
1779,1779,500.43,-58.45,-161.95
1780,1780,500.43,-58.45,-178.98
1781,1781,500.43,-58.45,-196.0
1782,1782,500.43,-58.45,-213.02
1783,1783,500.43,-58.45,-230.04
1784,1784,500.43,-58.45,-247.06
1785,1785,500.43,-58.45,-264.08
1786,1786,500.43,-58.45,-281.1
1787,1787,500.43,-58.45,-298.12
1788,1788,500.43,-58.45,-315.14
1789,1789,500.43,-58.45,-332.16
1790,1790,500.43,-58.45,-349.18
1791,1791,500.43,-58.45,-366.2
1792,1792,500.43,-58.45,-383.22
1793,1793,500.43,-58.45,-400.25
1794,1794,500.43,-58.45,-417.27
1795,1795,500.43,-58.45,-434.29
1796,1796,500.43,-58.45,-451.31
1797,1797,500.43,-58.45,-468.33
1798,1798,500.43,-58.45,-485.35
1799,1799,500.43,-58.45,-502.37
1800,1800,-570.9,-125.14,499.6
1801,1801,-570.9,-125.14,482.58
1802,1802,-570.9,-125.14,465.56
1803,1803,-570.9,-125.14,448.54
1804,1804,-570.9,-125.14,431.52
1805,1805,-570.9,-125.14,414.5
1806,1806,-570.9,-125.14,397.48
1807,1807,-570.9,-125.14,380.46
1808,1808,-570.9,-125.14,363.44
1809,1809,-570.9,-125.14,346.42
1810,1810,-570.9,-125.14,329.4
1811,1811,-570.9,-125.14,312.38
1812,1812,-570.9,-125.14,295.36
1813,1813,-570.9,-125.14,278.33
1814,1814,-570.9,-125.14,261.31
1815,1815,-570.9,-125.14,244.29
1816,1816,-570.9,-125.14,227.27
1817,1817,-570.9,-125.14,210.25
1818,1818,-570.9,-125.14,193.23
1819,1819,-570.9,-125.14,176.21
1820,1820,-570.9,-125.14,159.19
1821,1821,-570.9,-125.14,142.17
1822,1822,-570.9,-125.14,125.15
1823,1823,-570.9,-125.14,108.13
1824,1824,-570.9,-125.14,91.11
1825,1825,-570.9,-125.14,74.09
1826,1826,-570.9,-125.14,57.07
1827,1827,-570.9,-125.14,40.04
1828,1828,-570.9,-125.14,23.02
1829,1829,-570.9,-125.14,6.0
1830,1830,-570.9,-125.14,-11.02
1831,1831,-570.9,-125.14,-28.04
1832,1832,-570.9,-125.14,-45.06
1833,1833,-570.9,-125.14,-62.08
1834,1834,-570.9,-125.14,-79.1
1835,1835,-570.9,-125.14,-96.12
1836,1836,-570.9,-125.14,-113.14
1837,1837,-570.9,-125.14,-130.16
1838,1838,-570.9,-125.14,-147.18
1839,1839,-570.9,-125.14,-164.2
1840,1840,-570.9,-125.14,-181.23
1841,1841,-570.9,-125.14,-198.25
1842,1842,-570.9,-125.14,-215.27
1843,1843,-570.9,-125.14,-232.29
1844,1844,-570.9,-125.14,-249.31
1845,1845,-570.9,-125.14,-266.33
1846,1846,-570.9,-125.14,-283.35
1847,1847,-570.9,-125.14,-300.37
1848,1848,-570.9,-125.14,-317.39
1849,1849,-570.9,-125.14,-334.41
1850,1850,-570.9,-125.14,-351.43
1851,1851,-570.9,-125.14,-368.45
1852,1852,-570.9,-125.14,-385.47
1853,1853,-570.9,-125.14,-402.5
1854,1854,-570.9,-125.14,-419.52
1855,1855,-570.9,-125.14,-436.54
1856,1856,-570.9,-125.14,-453.56
1857,1857,-570.9,-125.14,-470.58
1858,1858,-570.9,-125.14,-487.6
1859,1859,-570.9,-125.14,-504.62
1860,1860,-447.74,-113.13,500.67
1861,1861,-447.74,-113.13,483.65
1862,1862,-447.74,-113.13,466.63
1863,1863,-447.74,-113.13,449.61
1864,1864,-447.74,-113.13,432.59
1865,1865,-447.74,-113.13,415.57
1866,1866,-447.74,-113.13,398.55
1867,1867,-447.74,-113.13,381.53
1868,1868,-447.74,-113.13,364.51
1869,1869,-447.74,-113.13,347.49
1870,1870,-447.74,-113.13,330.47
1871,1871,-447.74,-113.13,313.45
1872,1872,-447.74,-113.13,296.43
1873,1873,-447.74,-113.13,279.4
1874,1874,-447.74,-113.13,262.38
1875,1875,-447.74,-113.13,245.36
1876,1876,-447.74,-113.13,228.34
1877,1877,-447.74,-113.13,211.32
1878,1878,-447.74,-113.13,194.3
1879,1879,-447.74,-113.13,177.28
1880,1880,-447.74,-113.13,160.26
1881,1881,-447.74,-113.13,143.24
1882,1882,-447.74,-113.13,126.22
1883,1883,-447.74,-113.13,109.2
1884,1884,-447.74,-113.13,92.18
1885,1885,-447.74,-113.13,75.16
1886,1886,-447.74,-113.13,58.14
1887,1887,-447.74,-113.13,41.11
1888,1888,-447.74,-113.13,24.09
1889,1889,-447.74,-113.13,7.07
1890,1890,-447.74,-113.13,-9.95
1891,1891,-447.74,-113.13,-26.97
1892,1892,-447.74,-113.13,-43.99
1893,1893,-447.74,-113.13,-61.01
1894,1894,-447.74,-113.13,-78.03
1895,1895,-447.74,-113.13,-95.05
1896,1896,-447.74,-113.13,-112.07
1897,1897,-447.74,-113.13,-129.09
1898,1898,-447.74,-113.13,-146.11
1899,1899,-447.74,-113.13,-163.13
1900,1900,-447.74,-113.13,-180.16
1901,1901,-447.74,-113.13,-197.18
1902,1902,-447.74,-113.13,-214.2
1903,1903,-447.74,-113.13,-231.22
1904,1904,-447.74,-113.13,-248.24
1905,1905,-447.74,-113.13,-265.26
1906,1906,-447.74,-113.13,-282.28
1907,1907,-447.74,-113.13,-299.3
1908,1908,-447.74,-113.13,-316.32
1909,1909,-447.74,-113.13,-333.34
1910,1910,-447.74,-113.13,-350.36
1911,1911,-447.74,-113.13,-367.38
1912,1912,-447.74,-113.13,-384.4
1913,1913,-447.74,-113.13,-401.43
1914,1914,-447.74,-113.13,-418.45
1915,1915,-447.74,-113.13,-435.47
1916,1916,-447.74,-113.13,-452.49
1917,1917,-447.74,-113.13,-469.51
1918,1918,-447.74,-113.13,-486.53
1919,1919,-447.74,-113.13,-503.55
1920,1920,-324.39,-93.43,500.13
1921,1921,-324.39,-93.43,483.11
1922,1922,-324.39,-93.43,466.09
1923,1923,-324.39,-93.43,449.07
1924,1924,-324.39,-93.43,432.05
1925,1925,-324.39,-93.43,415.03
1926,1926,-324.39,-93.43,398.01
1927,1927,-324.39,-93.43,380.99
1928,1928,-324.39,-93.43,363.97
1929,1929,-324.39,-93.43,346.95
1930,1930,-324.39,-93.43,329.93
1931,1931,-324.39,-93.43,312.91
1932,1932,-324.39,-93.43,295.89
1933,1933,-324.39,-93.43,278.86
1934,1934,-324.39,-93.43,261.84
1935,1935,-324.39,-93.43,244.82
1936,1936,-324.39,-93.43,227.8
1937,1937,-324.39,-93.43,210.78
1938,1938,-324.39,-93.43,193.76
1939,1939,-324.39,-93.43,176.74
1940,1940,-324.39,-93.43,159.72
1941,1941,-324.39,-93.43,142.7
1942,1942,-324.39,-93.43,125.68
1943,1943,-324.39,-93.43,108.66
1944,1944,-324.39,-93.43,91.64
1945,1945,-324.39,-93.43,74.62
1946,1946,-324.39,-93.43,57.6
1947,1947,-324.39,-93.43,40.57
1948,1948,-324.39,-93.43,23.55
1949,1949,-324.39,-93.43,6.53
1950,1950,-324.39,-93.43,-10.49
1951,1951,-324.39,-93.43,-27.51
1952,1952,-324.39,-93.43,-44.53
1953,1953,-324.39,-93.43,-61.55
1954,1954,-324.39,-93.43,-78.57
1955,1955,-324.39,-93.43,-95.59
1956,1956,-324.39,-93.43,-112.61
1957,1957,-324.39,-93.43,-129.63
1958,1958,-324.39,-93.43,-146.65
1959,1959,-324.39,-93.43,-163.67
1960,1960,-324.39,-93.43,-180.7
1961,1961,-324.39,-93.43,-197.72
1962,1962,-324.39,-93.43,-214.74
1963,1963,-324.39,-93.43,-231.76
1964,1964,-324.39,-93.43,-248.78
1965,1965,-324.39,-93.43,-265.8
1966,1966,-324.39,-93.43,-282.82
1967,1967,-324.39,-93.43,-299.84
1968,1968,-324.39,-93.43,-316.86
1969,1969,-324.39,-93.43,-333.88
1970,1970,-324.39,-93.43,-350.9
1971,1971,-324.39,-93.43,-367.92
1972,1972,-324.39,-93.43,-384.94
1973,1973,-324.39,-93.43,-401.97
1974,1974,-324.39,-93.43,-418.99
1975,1975,-324.39,-93.43,-436.01
1976,1976,-324.39,-93.43,-453.03
1977,1977,-324.39,-93.43,-470.05
1978,1978,-324.39,-93.43,-487.07
1979,1979,-324.39,-93.43,-504.09
1980,1980,-200.55,-74.03,523.42
1981,1981,-200.55,-74.03,506.4
1982,1982,-200.55,-74.03,489.38
1983,1983,-200.55,-74.03,472.36
1984,1984,-200.55,-74.03,455.34
1985,1985,-200.55,-74.03,438.32
1986,1986,-200.55,-74.03,421.3
1987,1987,-200.55,-74.03,404.28
1988,1988,-200.55,-74.03,387.26
1989,1989,-200.55,-74.03,370.24
1990,1990,-200.55,-74.03,353.22
1991,1991,-200.55,-74.03,336.2
1992,1992,-200.55,-74.03,319.18
1993,1993,-200.55,-74.03,302.15
1994,1994,-200.55,-74.03,285.13
1995,1995,-200.55,-74.03,268.11
1996,1996,-200.55,-74.03,251.09
1997,1997,-200.55,-74.03,234.07
1998,1998,-200.55,-74.03,217.05
1999,1999,-200.55,-74.03,200.03
2000,2000,-200.55,-74.03,183.01
2001,2001,-200.55,-74.03,165.99
2002,2002,-200.55,-74.03,148.97
2003,2003,-200.55,-74.03,131.95
2004,2004,-200.55,-74.03,114.93
2005,2005,-200.55,-74.03,97.91
2006,2006,-200.55,-74.03,80.89
2007,2007,-200.55,-74.03,63.86
2008,2008,-200.55,-74.03,46.84
2009,2009,-200.55,-74.03,29.82
2010,2010,-200.55,-74.03,12.8
2011,2011,-200.55,-74.03,-4.22
2012,2012,-200.55,-74.03,-21.24
2013,2013,-200.55,-74.03,-38.26
2014,2014,-200.55,-74.03,-55.28
2015,2015,-200.55,-74.03,-72.3
2016,2016,-200.55,-74.03,-89.32
2017,2017,-200.55,-74.03,-106.34
2018,2018,-200.55,-74.03,-123.36
2019,2019,-200.55,-74.03,-140.38
2020,2020,-200.55,-74.03,-157.41
2021,2021,-200.55,-74.03,-174.43
2022,2022,-200.55,-74.03,-191.45
2023,2023,-200.55,-74.03,-208.47
2024,2024,-200.55,-74.03,-225.49
2025,2025,-200.55,-74.03,-242.51
2026,2026,-200.55,-74.03,-259.53
2027,2027,-200.55,-74.03,-276.55
2028,2028,-200.55,-74.03,-293.57
2029,2029,-200.55,-74.03,-310.59
2030,2030,-200.55,-74.03,-327.61
2031,2031,-200.55,-74.03,-344.63
2032,2032,-200.55,-74.03,-361.65
2033,2033,-200.55,-74.03,-378.68
2034,2034,-200.55,-74.03,-395.7
2035,2035,-200.55,-74.03,-412.72
2036,2036,-200.55,-74.03,-429.74
2037,2037,-200.55,-74.03,-446.76
2038,2038,-200.55,-74.03,-463.78
2039,2039,-200.55,-74.03,-480.8
2040,2040,-77.8,-54.33,502.7
2041,2041,-77.8,-54.33,485.68
2042,2042,-77.8,-54.33,468.66
2043,2043,-77.8,-54.33,451.64
2044,2044,-77.8,-54.33,434.62
2045,2045,-77.8,-54.33,417.6
2046,2046,-77.8,-54.33,400.58
2047,2047,-77.8,-54.33,383.56
2048,2048,-77.8,-54.33,366.54
2049,2049,-77.8,-54.33,349.52
2050,2050,-77.8,-54.33,332.5
2051,2051,-77.8,-54.33,315.48
2052,2052,-77.8,-54.33,298.46
2053,2053,-77.8,-54.33,281.43
2054,2054,-77.8,-54.33,264.41
2055,2055,-77.8,-54.33,247.39
2056,2056,-77.8,-54.33,230.37
2057,2057,-77.8,-54.33,213.35
2058,2058,-77.8,-54.33,196.33
2059,2059,-77.8,-54.33,179.31
2060,2060,-77.8,-54.33,162.29
2061,2061,-77.8,-54.33,145.27
2062,2062,-77.8,-54.33,128.25
2063,2063,-77.8,-54.33,111.23
2064,2064,-77.8,-54.33,94.21
2065,2065,-77.8,-54.33,77.19
2066,2066,-77.8,-54.33,60.17
2067,2067,-77.8,-54.33,43.14
2068,2068,-77.8,-54.33,26.12
2069,2069,-77.8,-54.33,9.1
2070,2070,-77.8,-54.33,-7.92
2071,2071,-77.8,-54.33,-24.94
2072,2072,-77.8,-54.33,-41.96
2073,2073,-77.8,-54.33,-58.98
2074,2074,-77.8,-54.33,-76.0
2075,2075,-77.8,-54.33,-93.02
2076,2076,-77.8,-54.33,-110.04
2077,2077,-77.8,-54.33,-127.06
2078,2078,-77.8,-54.33,-144.08
2079,2079,-77.8,-54.33,-161.1
2080,2080,-77.8,-54.33,-178.13
2081,2081,-77.8,-54.33,-195.15
2082,2082,-77.8,-54.33,-212.17
2083,2083,-77.8,-54.33,-229.19
2084,2084,-77.8,-54.33,-246.21
2085,2085,-77.8,-54.33,-263.23
2086,2086,-77.8,-54.33,-280.25
2087,2087,-77.8,-54.33,-297.27
2088,2088,-77.8,-54.33,-314.29
2089,2089,-77.8,-54.33,-331.31
2090,2090,-77.8,-54.33,-348.33
2091,2091,-77.8,-54.33,-365.35
2092,2092,-77.8,-54.33,-382.37
2093,2093,-77.8,-54.33,-399.4
2094,2094,-77.8,-54.33,-416.42
2095,2095,-77.8,-54.33,-433.44
2096,2096,-77.8,-54.33,-450.46
2097,2097,-77.8,-54.33,-467.48
2098,2098,-77.8,-54.33,-484.5
2099,2099,-77.8,-54.33,-501.52
2100,2100,46.29,-34.88,500.97
2101,2101,46.29,-34.88,483.95
2102,2102,46.29,-34.88,466.93
2103,2103,46.29,-34.88,449.91
2104,2104,46.29,-34.88,432.89
2105,2105,46.29,-34.88,415.87
2106,2106,46.29,-34.88,398.85
2107,2107,46.29,-34.88,381.83
2108,2108,46.29,-34.88,364.81
2109,2109,46.29,-34.88,347.79
2110,2110,46.29,-34.88,330.77
2111,2111,46.29,-34.88,313.75
2112,2112,46.29,-34.88,296.73
2113,2113,46.29,-34.88,279.7
2114,2114,46.29,-34.88,262.68
2115,2115,46.29,-34.88,245.66
2116,2116,46.29,-34.88,228.64
2117,2117,46.29,-34.88,211.62
2118,2118,46.29,-34.88,194.6
2119,2119,46.29,-34.88,177.58
2120,2120,46.29,-34.88,160.56
2121,2121,46.29,-34.88,143.54
2122,2122,46.29,-34.88,126.52
2123,2123,46.29,-34.88,109.5
2124,2124,46.29,-34.88,92.48
2125,2125,46.29,-34.88,75.46
2126,2126,46.29,-34.88,58.44
2127,2127,46.29,-34.88,41.41
2128,2128,46.29,-34.88,24.39
2129,2129,46.29,-34.88,7.37
2130,2130,46.29,-34.88,-9.65
2131,2131,46.29,-34.88,-26.67
2132,2132,46.29,-34.88,-43.69
2133,2133,46.29,-34.88,-60.71
2134,2134,46.29,-34.88,-77.73
2135,2135,46.29,-34.88,-94.75
2136,2136,46.29,-34.88,-111.77
2137,2137,46.29,-34.88,-128.79
2138,2138,46.29,-34.88,-145.81
2139,2139,46.29,-34.88,-162.83
2140,2140,46.29,-34.88,-179.86
2141,2141,46.29,-34.88,-196.88
2142,2142,46.29,-34.88,-213.9
2143,2143,46.29,-34.88,-230.92
2144,2144,46.29,-34.88,-247.94
2145,2145,46.29,-34.88,-264.96
2146,2146,46.29,-34.88,-281.98
2147,2147,46.29,-34.88,-299.0
2148,2148,46.29,-34.88,-316.02
2149,2149,46.29,-34.88,-333.04
2150,2150,46.29,-34.88,-350.06
2151,2151,46.29,-34.88,-367.08
2152,2152,46.29,-34.88,-384.1
2153,2153,46.29,-34.88,-401.13
2154,2154,46.29,-34.88,-418.15
2155,2155,46.29,-34.88,-435.17
2156,2156,46.29,-34.88,-452.19
2157,2157,46.29,-34.88,-469.21
2158,2158,46.29,-34.88,-486.23
2159,2159,46.29,-34.88,-503.25
2160,2160,194.34,-30.92,504.09
2161,2161,194.34,-30.92,487.07
2162,2162,194.34,-30.92,470.05
2163,2163,194.34,-30.92,453.03
2164,2164,194.34,-30.92,436.01
2165,2165,194.34,-30.92,418.99
2166,2166,194.34,-30.92,401.97
2167,2167,194.34,-30.92,384.95
2168,2168,194.34,-30.92,367.93
2169,2169,194.34,-30.92,350.91
2170,2170,194.34,-30.92,333.89
2171,2171,194.34,-30.92,316.87
2172,2172,194.34,-30.92,299.85
2173,2173,194.34,-30.92,282.82
2174,2174,194.34,-30.92,265.8
2175,2175,194.34,-30.92,248.78
2176,2176,194.34,-30.92,231.76
2177,2177,194.34,-30.92,214.74
2178,2178,194.34,-30.92,197.72
2179,2179,194.34,-30.92,180.7
2180,2180,194.34,-30.92,163.68
2181,2181,194.34,-30.92,146.66
2182,2182,194.34,-30.92,129.64
2183,2183,194.34,-30.92,112.62
2184,2184,194.34,-30.92,95.6
2185,2185,194.34,-30.92,78.58
2186,2186,194.34,-30.92,61.56
2187,2187,194.34,-30.92,44.53
2188,2188,194.34,-30.92,27.51
2189,2189,194.34,-30.92,10.49
2190,2190,194.34,-30.92,-6.53
2191,2191,194.34,-30.92,-23.55
2192,2192,194.34,-30.92,-40.57
2193,2193,194.34,-30.92,-57.59
2194,2194,194.34,-30.92,-74.61
